1	83	70	24.9	0.8839
2	84	65	25.2	0.8827
3	81	67	24.3	0.896
4	88	66	26.4	0.85472
5	84	69	25.2	0.80294
6	82	69	24.6	0.86388
7	84	63	25.2	0.84107
8	90	70	27.0	0.83875
9	84	63	25.2	0.82481
10	80	69	24.0	0.86342
11	84	63	25.2	0.80071
12	83	68	24.9	0.81234
13	82	65	24.6	0.82657
14	89	69	26.7	0.82518
15	86	62	25.8	0.84697
16	87	65	26.1	0.83702
17	86	61	25.8	0.87538
18	84	68	25.2	0.83007
19	84	62	25.2	0.87641
20	82	63	24.6	0.8874
