1	86	61	25.8	0.44991
2	37	11	11.1	0.33963
3	67	69	20.1	0.23157
4	62	40	18.6	0.49469
5	89	40	26.7	0.29459
6	53	57	15.9	0.27343
7	25	9	7.5		0.84665
8	41	58	12.3	0.51186
9	57	54	17.1	0.73625
10	90	39	27		0.73783
11	17	20	5.1		0.47148
12	16	21	4.8		0.52063
13	90	57	27		0.83004
14	14	22	4.2		0.44771
15	45	7	13.5	0.56415
16	71	3	21.3	0.29241
17	13	57	3.9		0.43298
18	35	51	10.5	0.48959
19	68	12	20.4	0.72943
20	52	63	15.6	0.45122
