1	28	2	3	0.78170
2	25	10	14	0.50788
3	20	11	2	0.81102
4	13	16	31	0.66921
5	43	13	11	0.69269
6	44	17	37	0.48291
7	18	13	6	0.57811
8	12	6	18	0.55824
9	29	11	33	0.66605
10	11	11	14	0.53762
11	18	7	25	0.82588
12	47	16	16	0.64343
13	28	17	8	0.84750
14	36	7	40	0.73891
15	38	15	27	0.74945
16	24	11	17	0.64769
17	33	17	2	0.70196
18	15	9	14	0.60079
19	36	6	10	0.74653
20	27	11	22	0.80538
